Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
25-OCT-2024,20MICRONS,290.85,296.75,-0.0201,0.0336,0.0335,0.6400
25-OCT-2024,21STCENMGM,110.90,113.15,-0.0201,0.0208,0.0208,0.3974
25-OCT-2024,360ONE,1012.10,1035.80,-0.0231,0.0241,0.0241,0.4604
25-OCT-2024,3IINFOLTD,26.07,26.81,-0.0280,0.0295,0.0295,0.5636
25-OCT-2024,3MINDIA,33748.35,33992.90,-0.0072,0.0177,0.0176,0.3362
25-OCT-2024,3PLAND,35.30,35.79,-0.0138,0.0335,0.0334,0.6381
25-OCT-2024,500009,51.52,53.10,-0.0302,0.0368,0.0368,0.7031
25-OCT-2024,500012,81.35,83.22,-0.0227,0.0282,0.0281,0.5368
25-OCT-2024,500014,7.17,6.94,0.0326,0.0316,0.0316,0.6037
25-OCT-2024,500016,10.89,10.63,0.0242,0.0321,0.0321,0.6133
25-OCT-2024,500028,34.15,35.03,-0.0254,0.0305,0.0304,0.5808
25-OCT-2024,500058,15.72,16.53,-0.0502,0.0296,0.0297,0.5674
25-OCT-2024,500068,17699.00,17881.70,-0.0103,0.0188,0.0188,0.3592
25-OCT-2024,500069,473.60,500.00,-0.0542,0.0292,0.0294,0.5617
25-OCT-2024,500123,13050.55,13306.25,-0.0194,0.0237,0.0237,0.4528
25-OCT-2024,500142,10.78,10.99,-0.0193,0.0437,0.0436,0.8330
25-OCT-2024,500143,182.00,184.00,-0.0109,0.0342,0.0342,0.6534
25-OCT-2024,500147,4950.85,5255.55,-0.0597,0.0338,0.0340,0.6496
25-OCT-2024,500159,174.80,174.85,-0.0003,0.0256,0.0256,0.4891
25-OCT-2024,500166,255.00,250.65,0.0172,0.0252,0.0251,0.4795
25-OCT-2024,500168,1030.05,1054.65,-0.0236,0.0127,0.0128,0.2445
25-OCT-2024,500170,36.42,36.64,-0.0060,0.0306,0.0306,0.5846
25-OCT-2024,500192,2.91,2.97,-0.0204,0.0294,0.0294,0.5617
25-OCT-2024,500202,9.79,9.59,0.0206,0.0413,0.0412,0.7871
25-OCT-2024,500213,626.15,639.70,-0.0214,0.0286,0.0286,0.5464
25-OCT-2024,500220,170.60,177.00,-0.0368,0.0340,0.0340,0.6496
25-OCT-2024,500239,25.76,25.70,0.0023,0.0285,0.0285,0.5445
25-OCT-2024,500240,155.60,160.15,-0.0288,0.0281,0.0281,0.5368
25-OCT-2024,500245,577.75,596.30,-0.0316,0.0248,0.0248,0.4738
