Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
08-DEC-2021,20MICRONS,61.55,62.25,-0.0113,0.0337,0.0336,0.6419
08-DEC-2021,21STCENMGM,56.40,57.50,-0.0193,0.0205,0.0205,0.3917
08-DEC-2021,3IINFOLTD,103.50,105.05,-0.0149,0.0211,0.0211,0.4031
08-DEC-2021,3MINDIA,25787.25,26204.40,-0.0160,0.0190,0.0190,0.3630
08-DEC-2021,3PLAND,13.30,13.50,-0.0149,0.0470,0.0469,0.8960
08-DEC-2021,500009,29.65,30.05,-0.0134,0.0366,0.0365,0.6973
08-DEC-2021,500012,123.70,121.55,0.0175,0.0342,0.0341,0.6515
08-DEC-2021,500014,4.84,4.04,0.1807,0.0427,0.0445,0.8502
08-DEC-2021,500016,9.50,9.35,0.0159,0.0479,0.0478,0.9132
08-DEC-2021,500028,14.36,13.68,0.0485,0.0335,0.0336,0.6419
08-DEC-2021,500058,8.63,8.23,0.0475,0.0313,0.0314,0.5999
08-DEC-2021,500068,5659.45,5510.70,0.0266,0.0239,0.0239,0.4566
08-DEC-2021,500069,258.80,260.65,-0.0071,0.0321,0.0321,0.6133
08-DEC-2021,500120,239.85,236.10,0.0158,0.0324,0.0323,0.6171
08-DEC-2021,500123,3613.05,3582.45,0.0085,0.0260,0.0259,0.4948
08-DEC-2021,500143,126.05,127.20,-0.0091,0.0358,0.0357,0.6820
08-DEC-2021,500147,1038.65,990.00,0.0480,0.0292,0.0294,0.5617
08-DEC-2021,500159,80.35,81.00,-0.0081,0.0366,0.0365,0.6973
08-DEC-2021,500166,217.50,212.20,0.0247,0.0275,0.0275,0.5254
08-DEC-2021,500170,27.95,26.65,0.0476,0.0382,0.0383,0.7317
08-DEC-2021,500192,2.54,2.59,-0.0195,0.0332,0.0332,0.6343
08-DEC-2021,500202,7.10,7.16,-0.0084,0.0321,0.0321,0.6133
08-DEC-2021,500206,23.00,23.00,0.0000,0.0361,0.0360,0.6878
08-DEC-2021,500211,7.22,7.29,-0.0096,0.0388,0.0387,0.7394
08-DEC-2021,500213,87.00,85.70,0.0151,0.0330,0.0329,0.6286
08-DEC-2021,500214,2084.75,2105.40,-0.0099,0.0288,0.0287,0.5483
08-DEC-2021,500220,119.20,118.00,0.0101,0.0366,0.0365,0.6973
08-DEC-2021,500223,5.15,4.91,0.0477,0.0395,0.0395,0.7546
08-DEC-2021,500236,4.35,4.35,0.0000,0.0363,0.0362,0.6916
08-DEC-2021,500239,51.45,50.30,0.0226,0.0335,0.0335,0.6400
08-DEC-2021,500240,63.25,63.80,-0.0087,0.0305,0.0305,0.5827
08-DEC-2021,500246,29.35,29.80,-0.0152,0.0329,0.0328,0.6266
08-DEC-2021,500248,10.44,10.98,-0.0504,0.0583,0.0583,1.1138
08-DEC-2021,500264,185.90,185.05,0.0046,0.0368,0.0367,0.7012
08-DEC-2021,500267,126.70,126.45,0.0020,0.0324,0.0323,0.6171
08-DEC-2021,500277,4.34,4.56,-0.0494,0.0213,0.0215,0.4108
08-DEC-2021,500284,63.00,66.00,-0.0465,0.0347,0.0348,0.6649
08-DEC-2021,500298,1864.20,1867.80,-0.0019,0.0291,0.0290,0.5540
08-DEC-2021,500306,53.00,54.30,-0.0242,0.0374,0.0374,0.7145
08-DEC-2021,500307,377.65,371.70,0.0159,0.0220,0.0220,0.4203
08-DEC-2021,500319,44.00,42.55,0.0335,0.0372,0.0372,0.7107
08-DEC-2021,500333,742.60,741.35,0.0017,0.0353,0.0353,0.6744
08-DEC-2021,500346,41.75,36.50,0.1344,0.0421,0.0430,0.8215
08-DEC-2021,500358,3.92,3.74,0.0470,0.0331,0.0332,0.6343
08-DEC-2021,500360,47.45,46.65,0.0170,0.0357,0.0357,0.6820
08-DEC-2021,500365,15.48,15.07,0.0268,0.0413,0.0412,0.7871
08-DEC-2021,500367,102.80,99.55,0.0321,0.0317,0.0317,0.6056
08-DEC-2021,500370,39.85,40.40,-0.0137,0.0350,0.0349,0.6668
08-DEC-2021,500388,18.75,18.75,0.0000,0.0273,0.0272,0.5197
08-DEC-2021,500414,83.80,84.80,-0.0119,0.0352,0.0351,0.6706
08-DEC-2021,500422,20.10,19.70,0.0201,0.0436,0.0435,0.8311
08-DEC-2021,500426,5.17,5.12,0.0097,0.0438,0.0437,0.8349
08-DEC-2021,500449,34.95,35.30,-0.0100,0.0377,0.0376,0.7183
08-DEC-2021,500450,193.90,184.75,0.0483,0.0271,0.0272,0.5197
08-DEC-2021,500458,2.98,3.13,-0.0491,0.0322,0.0323,0.6171
08-DEC-2021,500655,887.95,843.50,0.0514,0.0286,0.0288,0.5502
08-DEC-2021,501110,6.19,6.19,0.0000,0.0000,0.0000,0.0000
08-DEC-2021,501111,11.02,11.02,0.0000,0.0035,0.0035,0.0669
08-DEC-2021,501144,13.35,13.35,0.0000,0.0036,0.0036,0.0688
08-DEC-2021,501148,271.30,266.00,0.0197,0.0166,0.0166,0.3171
08-DEC-2021,501151,600.00,600.00,0.0000,0.0091,0.0091,0.1739
08-DEC-2021,501261,280.00,280.00,0.0000,0.0011,0.0011,0.0210
08-DEC-2021,501270,1.17,1.17,0.0000,0.0000,0.0000,0.0000
08-DEC-2021,501298,1569.45,1521.00,0.0314,0.0238,0.0238,0.4547
08-DEC-2021,501311,4.90,4.90,0.0000,0.0228,0.0228,0.4356
08-DEC-2021,501314,9.61,9.17,0.0469,0.1508,0.1504,2.8734
08-DEC-2021,501351,51.00,51.00,0.0000,0.0098,0.0097,0.1853
08-DEC-2021,501370,159.70,148.40,0.0734,0.0434,0.0436,0.8330
08-DEC-2021,501386,5.61,5.61,0.0000,0.0000,0.0000,0.0000
08-DEC-2021,501391,163.20,170.00,-0.0408,0.0327,0.0328,0.6266
08-DEC-2021,501421,200.00,191.05,0.0458,0.0317,0.0318,0.6075
08-DEC-2021,501423,1801.10,1820.00,-0.0104,0.0301,0.0301,0.5751
08-DEC-2021,501430,599.00,589.95,0.0152,0.0321,0.0320,0.6114
08-DEC-2021,501477,125.40,132.00,-0.0513,0.0306,0.0307,0.5865
08-DEC-2021,501622,19.00,19.00,0.0000,0.0320,0.0320,0.6114
08-DEC-2021,501630,18.30,18.30,0.0000,0.0000,0.0000,0.0000
08-DEC-2021,501700,22.55,23.25,-0.0306,0.0396,0.0396,0.7566
08-DEC-2021,501833,17.15,16.35,0.0478,0.0368,0.0369,0.7050
08-DEC-2021,501848,50.35,48.05,0.0468,0.0390,0.0391,0.7470
08-DEC-2021,502015,14.00,13.80,0.0144,0.0395,0.0394,0.7527
08-DEC-2021,502175,71.75,70.15,0.0226,0.0318,0.0317,0.6056
08-DEC-2021,502250,180.00,180.00,0.0000,0.0124,0.0124,0.2369
08-DEC-2021,502271,12.40,11.85,0.0454,0.0309,0.0310,0.5923
08-DEC-2021,502281,6.09,6.00,0.0149,0.0449,0.0448,0.8559
08-DEC-2021,502294,32.25,33.90,-0.0499,0.0236,0.0238,0.4547
08-DEC-2021,502445,13.92,13.11,0.0600,0.0381,0.0382,0.7298
08-DEC-2021,502460,43.00,43.00,0.0000,0.0224,0.0224,0.4280
08-DEC-2021,502563,7.31,6.97,0.0476,0.0264,0.0266,0.5082
08-DEC-2021,502587,81.15,80.15,0.0124,0.0350,0.0349,0.6668
08-DEC-2021,502589,18.00,18.00,0.0000,0.0254,0.0254,0.4853
08-DEC-2021,502850,17.00,17.00,0.0000,0.0321,0.0320,0.6114
08-DEC-2021,502865,5267.90,5300.00,-0.0061,0.0312,0.0312,0.5961
08-DEC-2021,502873,131.10,115.25,0.1289,0.0376,0.0386,0.7375
08-DEC-2021,502893,30.30,30.30,0.0000,0.0289,0.0288,0.5502
08-DEC-2021,502958,3765.75,3804.80,-0.0103,0.0299,0.0298,0.5693
08-DEC-2021,503092,19.80,20.80,-0.0493,0.0350,0.0350,0.6687
08-DEC-2021,503127,4708.45,4955.20,-0.0511,0.0343,0.0344,0.6572
08-DEC-2021,503162,274.30,271.55,0.0101,0.0401,0.0400,0.7642
08-DEC-2021,503229,100.30,105.00,-0.0458,0.0375,0.0375,0.7164
08-DEC-2021,503349,2776.10,2803.65,-0.0099,0.0301,0.0301,0.5751
08-DEC-2021,503622,7.00,7.00,0.0000,0.0000,0.0000,0.0000
08-DEC-2021,503624,9.09,9.34,-0.0271,0.0351,0.0351,0.6706
08-DEC-2021,503635,12.00,12.00,0.0000,0.0017,0.0017,0.0325
08-DEC-2021,503641,25.25,27.45,-0.0835,0.0327,0.0332,0.6343
08-DEC-2021,503657,15.45,14.50,0.0635,0.0356,0.0358,0.6840
08-DEC-2021,503659,49.85,48.60,0.0254,0.0290,0.0290,0.5540
08-DEC-2021,503663,49.10,51.65,-0.0506,0.0375,0.0375,0.7164
08-DEC-2021,503669,7.45,7.75,-0.0395,0.0274,0.0275,0.5254
08-DEC-2021,503671,4.55,4.55,0.0000,0.0000,0.0000,0.0000
08-DEC-2021,503675,1.18,1.13,0.0433,0.0262,0.0263,0.5025
