Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
28-APR-2021,20MICRONS,37.60,37.15,0.0120,0.0289,0.0288,0.5502
28-APR-2021,21STCENMGM,12.35,12.10,0.0205,0.0219,0.0219,0.4184
28-APR-2021,3IINFOTECH,7.90,7.55,0.0453,0.0398,0.0398,0.7604
28-APR-2021,3MINDIA,25675.30,25507.50,0.0066,0.0231,0.0230,0.4394
28-APR-2021,3PLAND,9.95,10.10,-0.0150,0.0592,0.0590,1.1272
28-APR-2021,500009,23.55,24.05,-0.0210,0.0373,0.0372,0.7107
28-APR-2021,500012,65.70,66.80,-0.0166,0.0348,0.0347,0.6629
28-APR-2021,500014,2.55,2.45,0.0400,0.0458,0.0458,0.8750
28-APR-2021,500016,6.05,5.77,0.0474,0.0342,0.0342,0.6534
28-APR-2021,500028,4.36,4.26,0.0232,0.0348,0.0348,0.6649
28-APR-2021,500058,4.24,4.04,0.0483,0.0297,0.0298,0.5693
28-APR-2021,500068,4580.80,4524.95,0.0123,0.0260,0.0259,0.4948
28-APR-2021,500069,189.00,187.65,0.0072,0.0363,0.0362,0.6916
28-APR-2021,500120,342.90,357.85,-0.0427,0.0388,0.0388,0.7413
28-APR-2021,500123,3572.20,3472.15,0.0284,0.0340,0.0339,0.6477
28-APR-2021,500142,1.57,1.57,0.0000,0.0262,0.0261,0.4986
28-APR-2021,500143,29.10,29.10,0.0000,0.0292,0.0291,0.5560
28-APR-2021,500147,821.00,819.95,0.0013,0.0317,0.0316,0.6037
28-APR-2021,500153,69.55,68.95,0.0087,0.0331,0.0330,0.6305
28-APR-2021,500159,56.00,56.80,-0.0142,0.0386,0.0385,0.7355
28-APR-2021,500166,221.25,213.05,0.0378,0.0291,0.0292,0.5579
28-APR-2021,500170,9.60,10.41,-0.0810,0.0179,0.0187,0.3573
28-APR-2021,500192,1.61,1.54,0.0445,0.0326,0.0326,0.6228
28-APR-2021,500202,9.93,10.45,-0.0510,0.0274,0.0276,0.5273
28-APR-2021,500206,10.07,9.65,0.0426,0.0267,0.0268,0.5120
28-APR-2021,500211,7.97,7.35,0.0810,0.0392,0.0395,0.7546
28-APR-2021,500212,28.65,29.55,-0.0309,0.0266,0.0266,0.5082
28-APR-2021,500213,61.00,62.90,-0.0307,0.0341,0.0341,0.6515
28-APR-2021,500214,1246.40,1246.70,-0.0002,0.0296,0.0295,0.5636
28-APR-2021,500220,67.70,63.10,0.0704,0.0367,0.0370,0.7069
28-APR-2021,500223,0.99,1.00,-0.0101,0.0371,0.0370,0.7069
28-APR-2021,500236,1.61,1.54,0.0445,0.0243,0.0244,0.4662
28-APR-2021,500239,29.05,28.40,0.0226,0.0352,0.0352,0.6725
28-APR-2021,500240,41.90,39.95,0.0477,0.0333,0.0334,0.6381
28-APR-2021,500246,30.00,29.85,0.0050,0.0327,0.0326,0.6228
28-APR-2021,500248,3.30,3.30,0.0000,0.0781,0.0779,1.4883
28-APR-2021,500264,85.85,82.10,0.0447,0.0317,0.0317,0.6056
28-APR-2021,500267,101.75,98.15,0.0360,0.0337,0.0337,0.6438
28-APR-2021,500274,6.07,6.38,-0.0498,0.0479,0.0479,0.9151
28-APR-2021,500277,3.64,3.64,0.0000,0.0170,0.0169,0.3229
28-APR-2021,500284,35.25,35.90,-0.0183,0.0352,0.0351,0.6706
28-APR-2021,500298,2634.45,2471.20,0.0640,0.0346,0.0348,0.6649
28-APR-2021,500306,35.45,36.15,-0.0196,0.0425,0.0424,0.8101
