Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
15-JUN-2023,20MICRONS,98.25,100.50,-0.0226,0.0314,0.0314,0.5999
15-JUN-2023,21STCENMGM,20.25,19.70,0.0275,0.0163,0.0164,0.3133
15-JUN-2023,360ONE,439.45,438.45,0.0023,0.0200,0.0200,0.3821
15-JUN-2023,3IINFOLTD,34.35,35.10,-0.0216,0.0271,0.0271,0.5177
15-JUN-2023,3MINDIA,27749.55,28142.30,-0.0141,0.0169,0.0169,0.3229
15-JUN-2023,3PLAND,20.25,21.20,-0.0458,0.0390,0.0390,0.7451
15-JUN-2023,4THDIM,18.75,18.40,0.0188,0.0181,0.0181,0.3458
15-JUN-2023,500009,29.90,28.66,0.0424,0.0298,0.0299,0.5712
15-JUN-2023,500012,59.61,59.24,0.0062,0.0274,0.0273,0.5216
15-JUN-2023,500014,5.36,5.27,0.0169,0.0364,0.0363,0.6935
15-JUN-2023,500016,22.29,22.24,0.0022,0.0371,0.0370,0.7069
15-JUN-2023,500028,9.75,9.56,0.0197,0.0286,0.0286,0.5464
15-JUN-2023,500058,9.10,8.94,0.0177,0.0261,0.0260,0.4967
15-JUN-2023,500068,9641.55,9232.80,0.0433,0.0183,0.0185,0.3534
15-JUN-2023,500069,260.00,250.00,0.0392,0.0275,0.0276,0.5273
15-JUN-2023,500120,670.00,669.80,0.0003,0.0319,0.0318,0.6075
15-JUN-2023,500123,6444.15,6392.85,0.0080,0.0201,0.0201,0.3840
15-JUN-2023,500142,5.61,5.59,0.0036,0.0494,0.0493,0.9419
15-JUN-2023,500143,62.67,61.71,0.0154,0.0363,0.0362,0.6916
15-JUN-2023,500147,2712.80,2275.20,0.1759,0.0291,0.0316,0.6037
15-JUN-2023,500159,90.20,91.40,-0.0132,0.0273,0.0272,0.5197
15-JUN-2023,500166,187.50,179.85,0.0417,0.0204,0.0205,0.3917
15-JUN-2023,500170,34.60,32.53,0.0617,0.0370,0.0371,0.7088
15-JUN-2023,500192,2.10,2.00,0.0488,0.0317,0.0318,0.6075
15-JUN-2023,500202,5.90,5.64,0.0451,0.0304,0.0305,0.5827
15-JUN-2023,500206,35.90,36.19,-0.0080,0.0463,0.0462,0.8826
